이름	성별	연령(만)	체중유형	전공영역	요일	식사전스트레스지수	식사유형	식사위치	음식유형	가격	식사만족도	함께한사람	이동거리	식사시간	이동수단	수집 시기	개수									
K42	여성	19	표준체중	공과대학	목	2	점심	어은동	양식	10000	약간만족	다밥	30분이내	30분이상	바이크	2023년 1학기	1									
K42	여성	19	표준체중	공과대학	목	4	간식	북측	기타	1000	만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	금	3	점심	북측	양식	6000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	금	1	저녁	대전기타	한식	6000	만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	금	2	야식	집	중식	7000	만족	혼밥	15분이내	30분이상	도보	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	토	1	점심	대전기타	한식	7000	약간만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	토	2	간식	집	기타	0	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	토	1	저녁	집	양식	15000	약간만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	일	1	점심	집	일식	13000	약간만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	일	1	저녁	집	한식	20000	약간만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	월	2	점심	대전기타	한식	35000	만족	회식	15분이내	30분이상	기타	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	월	1	저녁	집	양식	11000	약간만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	화	2	점심	집	중식	14000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	화	1	저녁	집	양식	6000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	수	1	저녁	집	한식	14000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	목	1	간식	대전기타	기타	8000	만족	혼밥	15분이내	30분이상	대중교통	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	목	1	점심	대전기타	기타	6000	약간만족	혼밥	15분이내	15분이내	대중교통	2023년 1학기	1									
K43	여성	22	표준체중	공과대학	목	1	저녁	집	양식	12000	만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	금	3	점심	둔산동	한식	13000	약간만족	다밥	15분이내	30분이상	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	금	1	저녁	대전외지역	한식	20000	만족	회식	15분이내	30분이상	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	토	1	음주	대전외지역	기타	10000	만족	회식	없음	30분이상	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	토	3	점심	북측	한식	5000	만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	토	3	간식	기숙사	기타	2000	약간만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	토	3	간식	북측	기타	0	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	토	2	저녁	북측	한식	9000	약간불만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	일	3	간식	북측	기타	0	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	일	3	간식	북측	기타	2000	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	일	2	저녁	집	한식	50000	만족	다밥	30분이상	30분이상	대중교통	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	월	4	점심	북측	한식	10000	약간불만족	다밥	15분이내	30분이내	기타	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	월	3	야식	북측	한식	11000	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	월	3	음주	기숙사	기타	3000	약간만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	화	4	저녁	서측	기타	15000	약간불만족	회식	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	화	3	야식	궁동	한식	5000	만족	다밥	30분이내	30분이상	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	화	2	음주	기숙사	기타	3000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	수	3	점심	기숙사	한식	4000	약간만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	수	4	저녁	서측	양식	7000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	수	3	간식	북측	기타	1000	약간만족	다밥	없음	15분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	수	5	음주	북측	한식	7000	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	목	3	점심	북측	한식	5000	약간불만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	목	4	저녁	북측	한식	5000	약간불만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
K44	여성	21	표준체중	공과대학	목	3	음주	궁동	한식	20000	불만족	다밥	30분이상	30분이상	도보	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	금	4	점심	기숙사	기타	1000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	금	4	저녁	기숙사	중식	9000	약간만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	토	1	점심	기숙사	중식	9000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	토	1	저녁	기숙사	기타	1000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	토	1	야식	기숙사	기타	5000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	일	1	저녁	기숙사	기타	5000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	일	1	야식	기숙사	한식	3000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	월	1	점심	기숙사	기타	3000	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	월	1	저녁	기숙사	기타	5000	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	화	4	점심	동측	기타	3000	약간불만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	화	4	저녁	기숙사	기타	5000	약간만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	수	3	저녁	기숙사	중식	3000	약간만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	목	2	저녁	기숙사	중식	9000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K45	여성	21	표준체중	공과대학	목	1	간식	기숙사	기타	5000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	금	1	점심	어은동	양식	5000	만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	금	2	저녁	기숙사	양식	4000	약간만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	토	4	점심	어은동	기타	6000	약간만족	다밥	15분이내	30분이상	기타	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	토	1	저녁	궁동	일식	10000	만족	다밥	15분이내	30분이상	기타	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	일	5	점심	북측	기타	8000	약간만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	일	1	야식	어은동	한식	10000	약간만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	월	4	점심	어은동	양식	13000	만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	월	3	저녁	대전기타	양식	16000	약간불만족	다밥	30분이내	30분이상	대중교통	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	화	1	점심	동측	한식	5000	약간만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	화	1	저녁	궁동	중식	11000	만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	화	1	음주	궁동	중식	15000	만족	다밥	15분이내	30분이상	도보	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	수	2	점심	북측	한식	5000	약간만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	수	3	저녁	어은동	양식	16000	약간만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	목	1	점심	북측	기타	2000	약간만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
K46	여성	20	표준체중	공과대학	목	1	저녁	대전기타	한식	7000	만족	다밥	15분이내	30분이상	대중교통	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	수	5	점심	동측	기타	6000	약간 만족	다밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	수	4	저녁	기숙사	기타	2000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	목	1	점심	동측	기타	3000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	목	1	저녁	북측	한식	7000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	금	1	점심	궁동	기타	8000	만족	혼밥	30분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	금	2	저녁	궁동	기타	16000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	금	1	음주	궁동	기타	18000	만족	다밥	30분이내	30분이상	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	토	1	음주	대전기타	한식	30000	만족	다밥	15분이내	30분이상	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	일	2	점심	대전기타	기타	13000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	일	2	저녁	대전기타	기타	20000	만족	다밥	30분이내	30분이상	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	월	3	점심	동측	기타	8000	약간 만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	월	3	저녁	북측	한식	5000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	화	4	아침	북측	한식	1000	약간 만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I01	남성	26	표준체중	공과대학	화	3	저녁	동측	기타	6000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	수	1	저녁	집	한식	10000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	수	1	야식	집	기타	12000	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	목	2	점심	동측	한식	5000	불만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	목	1	저녁	집	한식	15000	만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	금	4	아침	기숙사	일식	13000	만족	다밥	30분이내	30분이내	바이크	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	금	1	저녁	대전외지역	한식	30000	만족	다밥	30분이상	30분이상	기타	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	토	1	저녁	대전외지역	한식	10000	약간 만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	토	1	야식	집	한식	20000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	일	3	점심	집	한식	7000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	일	5	야식	북측	한식	12000	만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	월	1	점심	동측	한식	5000	약간 불만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	월	1	야식	집	중식	20000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	화	5	아침	집	중식	0	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I02	남성	25	표준체중	공과대학	화	5	저녁	어은동	한식	25000	만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	수	3	점심	기숙사	일식	10000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	수	2	저녁	기숙사	한식	12000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	목	2	점심	어은동	한식	16000	약간 만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	목	4	저녁	어은동	한식	14000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	금	1	점심	기숙사	한식	11000	약간 불만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	토	2	점심	기숙사	양식	15000	약간 만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	토	2	저녁	기숙사	한식	17000	약간 불만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	일	3	야식	어은동	일식	19000	약간 만족	다밥	15분이내	15분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	월	3	점심	궁동	중식	8000	약간 불만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	월	4	저녁	어은동	한식	14000	만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	화	5	점심	어은동	중식	21000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I03	남성	25	표준체중	공과대학	화	3	저녁	기숙사	한식	15000	만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	수	2	점심	기숙사	양식	4000	약간 불만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	수	3	저녁	어은동	일식	12000	약간 만족	다밥	30분이내	30분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	목	2	점심	기숙사	양식	5000	약간 만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	목	4	저녁	북측	한식	7000	약간 불만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	금	4	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	토	2	점심	집	한식	0	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	토	3	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	일	1	점심	집	한식	0	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	월	1	점심	동측	양식	6000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	월	2	저녁	어은동	중식	11000	만족	다밥	30분이내	30분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	화	2	점심	북측	한식	5000	약간 불만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	화	3	저녁	둔산동	양식	22000	약간 만족	회식	30분이내	30분이상	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	수	2	점심	북측	한식	7000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I04	여성	23	표준체중	공과대학	수	4	저녁	어은동	일식	13000	만족	다밥	30분이내	30분이내	도보	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	수	1	점심	동측	한식	4000	약간 불만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	수	1	저녁	북측	기타	6000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	목	4	점심	북측	기타	6000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	목	2	저녁	집	양식	9000	만족	다밥	없음	30분이내	기타	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	금	3	점심	대전외지역	한식	0	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	금	1	저녁	집	기타	0	약간 만족	다밥	15분이내	30분이내	없음	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	금	2	음주	대전외지역	기타	20000	만족	다밥	30분이내	30분이상	기타	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	토	3	점심	집	한식	0	약간 불만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	토	4	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	일	2	점심	집	한식	0	약간 불만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	일	1	간식	기숙사	기타	10000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	일	4	저녁	기숙사	양식	6000	약간 불만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	월	2	점심	기숙사	한식	6000	약간 만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	20	표준체중	공과대학	월	3	점심	북측	한식	7000	불만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	21	표준체중	공과대학	화	4	점심	동측	한식	6000	약간 불만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I05	남성	22	표준체중	공과대학	화	1	저녁	어은동	한식	9000	만족	다밥	30분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	2	아침	집	기타	3000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	3	점심	북측	한식	7000	약간 만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	3	저녁	집	기타	2000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	2	간식	북측	기타	0	만족	다밥	없음	30분이상	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	목	3	아침	집	기타	2000	만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	목	2	점심	북측	양식	11000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	목	2	저녁	북측	양식	0	약간 불만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	목	1	야식	집	기타	18000	만족	혼밥	15분이내	30분이상	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	금	3	아침	집	기타	0	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	금	2	저녁	대전외지역	기타	18000	만족	다밥	없음	30분이상	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	토	3	점심	대전외지역	양식	48000	만족	다밥	30분이상	30분이상	기타	2023년 1학기	1									
I06	남성	19	과체중	공과대학	토	2	저녁	대전외지역	한식	20000	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	일	3	점심	집	기타	0	불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I06	남성	19	과체중	공과대학	일	3	저녁	집	기타	6000	만족	혼밥	15분이내	15분이내	도보	2023년 1학기	1									
I06	남성	19	과체중	공과대학	월	2	점심	북측	기타	5000	약간 만족	혼밥	15분이내	30분이내	도보	2023년 1학기	1									
I06	남성	19	과체중	공과대학	월	3	저녁	서측	한식	9000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	화	2	점심	북측	양식	8000	약간 만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	화	2	저녁	집	기타	18000	만족	혼밥	15분이내	30분이상	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	3	점심	북측	기타	1000	약간 만족	혼밥	15분이내	15분이내	바이크	2023년 1학기	1									
I06	남성	19	과체중	공과대학	수	1	저녁	북측	양식	0	만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	수	3	점심	기숙사	한식	2000	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	수	3	저녁	기숙사	기타	2000	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	목	3	점심	기숙사	한식	6000	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	목	2	저녁	대전기타	한식	12000	만족	다밥	15분이내	30분이상	대중교통	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	금	3	점심	북측	기타	1000	약간 불만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	금	3	저녁	어은동	한식	10000	만족	다밥	30분이내	30분이상	도보	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	금	3	야식	기숙사	한식	3000	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	토	3	점심	기숙사	한식	4000	약간 만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	토	2	저녁	기숙사	한식	13000	만족	다밥	없음	30분이상	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	일	3	점심	기숙사	한식	12000	만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	일	3	저녁	기숙사	한식	5000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	월	3	점심	기숙사	한식	7000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	월	3	저녁	북측	한식	6000	약간 만족	다밥	15분이내	30분이내	도보	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	화	3	점심	기숙사	한식	6000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I07	남성	20	표준체중	공과대학	화	3	저녁	궁동	한식	9000	만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	수	3	점심	기숙사	일식	10000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	수	3	저녁	기숙사	기타	3000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	목	3	점심	기숙사	기타	4000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	목	2	저녁	궁동	양식	15000	만족	다밥	30분이내	30분이상	바이크	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	금	1	점심	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	금	1	저녁	집	양식	15000	약간 만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	토	1	저녁	대전외지역	한식	39000	만족	다밥	30분이상	30분이상	대중교통	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	토	1	야식	집	양식	26000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	일	2	점심	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	일	3	저녁	대전기타	양식	7000	약간 만족	혼밥	30분이상	30분이내	대중교통	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	월	3	점심	북측	한식	6000	약간 만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	월	4	저녁	기숙사	기타	3000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	화	3	점심	기숙사	기타	4000	약간 불만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I08	남성	24	표준체중	공과대학	화	2	저녁	어은동	기타	13000	약간 만족	다밥	15분이내	30분이상	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	수	4	점심	동측	양식	8000	만족	다밥	15분이내	15분이내	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	수	3	저녁	대전기타	한식	12000	만족	다밥	30분이내	30분이내	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	목	3	점심	동측	양식	9000	만족	다밥	15분이내	15분이내	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	목	2	간식	대전기타	양식	12000	만족	다밥	15분이내	30분이내	대중교통	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	목	2	음주	기숙사	기타	11000	만족	다밥	없음	30분이상	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	금	4	점심	기숙사	양식	11000	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	금	3	저녁	기숙사	기타	17000	만족	혼밥	없음	30분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	토	3	점심	기숙사	일식	11000	만족	다밥	없음	30분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	토	3	음주	기숙사	기타	12000	만족	혼밥	없음	30분이상	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	일	3	점심	어은동	한식	8000	만족	다밥	30분이내	30분이내	도보	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	일	3	저녁	기숙사	양식	12000	만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	월	3	점심	동측	양식	9000	만족	혼밥	15분이내	30분이내	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	월	3	저녁	기숙사	한식	0	만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	월	3	야식	기숙사	한식	3000	만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	화	4	점심	동측	양식	9000	만족	다밥	15분이내	30분이내	바이크	2023년 1학기	1									
I09	남성	23	표준체중	공과대학	화	4	저녁	기숙사	양식	15000	만족	다밥	없음	15분이내	없음	2023년 1학기	1									
I10	남성	23	표준체중	공과대학	수	4	아침	기숙사	기타	0	만족	혼밥	없음	15분이내	없음	2023년 1학기	1									
